linkid,address,port
2070,192.168.9.38,20070
2071,192.168.9.39,20071
2072,192.168.9.40,20072
2073,192.168.9.41,20073
2074,192.168.9.42,20074
2075,192.168.9.43,20075
2076,192.168.9.44,20076
2077,192.168.9.45,20077
2078,192.168.9.46,20078
2079,192.168.9.47,20079
2080,192.168.9.48,20080
2081,192.168.9.49,20081
2082,192.168.9.50,20082
2083,192.168.9.51,20083
2084,192.168.9.52,20084
2085,192.168.9.53,20085
2086,192.168.9.54,20086
2087,192.168.9.55,20087
2088,192.168.9.56,20088
2089,192.168.9.57,20089
2090,192.168.9.58,20090
2091,192.168.9.59,20091
2092,192.168.9.60,20092
2093,192.168.9.61,20093
2094,192.168.9.62,20094
2095,192.168.9.63,20095
2096,192.168.9.64,20096
2097,192.168.9.65,20097
2098,192.168.9.66,20098
2099,192.168.9.67,20099
2100,192.168.9.68,20100
2101,192.168.9.69,20101
2102,192.168.9.70,20102
2103,192.168.9.71,20103
2104,192.168.9.72,20104
2105,192.168.9.73,20105
2106,192.168.9.74,20106
2107,192.168.9.75,20107
2108,192.168.9.76,20108
2109,192.168.9.77,20109
2110,192.168.9.78,20110
2111,192.168.9.79,20111
2112,192.168.9.80,20112
2113,192.168.9.81,20113
2114,192.168.9.82,20114
2115,192.168.9.83,20115
2116,192.168.9.84,20116
2117,192.168.9.85,20117
2118,192.168.9.86,20118
2119,192.168.9.87,20119
2120,192.168.9.88,20120
2121,192.168.9.89,20121
2122,192.168.9.90,20122
2123,192.168.9.91,20123
2124,192.168.9.92,20124
2125,192.168.9.93,20125
2126,192.168.9.94,20126
2127,192.168.9.95,20127
2128,192.168.9.96,20128
2129,192.168.9.97,20129
2130,192.168.9.98,20130
2131,192.168.9.99,20131
2132,192.168.9.100,20132
2133,192.168.9.101,20133
2134,192.168.9.102,20134
2135,192.168.9.103,20135
2136,192.168.9.104,20136
2137,192.168.9.105,20137
2138,192.168.9.106,20138
2139,192.168.9.107,20139
2140,192.168.9.108,20140
2141,192.168.9.109,20141
2142,192.168.9.110,20142
2143,192.168.9.111,20143
2144,192.168.9.112,20144
2145,192.168.9.113,20145
2146,192.168.9.114,20146
2147,192.168.9.115,20147
2148,192.168.9.116,20148
2149,192.168.9.117,20149
2150,192.168.9.118,20150
2151,192.168.9.119,20151
2152,192.168.9.120,20152
2153,192.168.9.121,20153
2154,192.168.9.122,20154
2155,192.168.9.123,20155
2156,192.168.9.124,20156
2157,192.168.9.125,20157
2158,192.168.9.126,20158
2159,192.168.9.127,20159
2160,192.168.9.128,20160
2161,192.168.9.129,20161
2162,192.168.9.130,20162
2163,192.168.9.131,20163
2164,192.168.9.132,20164
2165,192.168.9.133,20165
2166,192.168.9.134,20166
2167,192.168.9.135,20167
2168,192.168.9.136,20168
2169,192.168.9.137,20169
2170,192.168.9.138,20170
2171,192.168.9.139,20171
2172,192.168.9.140,20172
2173,192.168.9.141,20173
2174,192.168.9.142,20174
2175,192.168.9.143,20175
2176,192.168.9.144,20176
2177,192.168.9.145,20177
2178,192.168.9.146,20178
2179,192.168.9.147,20179
2180,192.168.9.148,20180
2181,192.168.9.149,20181
2182,192.168.9.150,20182
2183,192.168.9.151,20183
2184,192.168.9.152,20184
2185,192.168.9.153,20185
2186,192.168.9.154,20186
2187,192.168.9.155,20187
2188,192.168.9.156,20188
2189,192.168.9.157,20189
2190,192.168.9.158,20190
2191,192.168.9.159,20191
2192,192.168.9.160,20192
2193,192.168.9.161,20193
2194,192.168.9.162,20194
2195,192.168.9.163,20195
2196,192.168.9.164,20196
2197,192.168.9.165,20197
2198,192.168.9.166,20198
2199,192.168.9.167,20199
2200,192.168.9.168,20200
2201,192.168.9.169,20201
2202,192.168.9.170,20202
2203,192.168.9.171,20203
2204,192.168.9.172,20204
2205,192.168.9.173,20205
2206,192.168.9.174,20206
2207,192.168.9.175,20207
2208,192.168.9.176,20208
2209,192.168.9.177,20209
2210,192.168.9.178,20210
2211,192.168.9.179,20211
2212,192.168.9.180,20212
2213,192.168.9.181,20213
2214,192.168.9.182,20214
2215,192.168.9.183,20215
2216,192.168.9.184,20216
2217,192.168.9.185,20217
2218,192.168.9.186,20218
2219,192.168.9.187,20219
2220,192.168.9.188,20220
2221,192.168.9.189,20221
2222,192.168.9.190,20222
2223,192.168.9.191,20223
2224,192.168.9.192,20224
2225,192.168.9.193,20225
2226,192.168.9.194,20226
2227,192.168.9.195,20227
2228,192.168.9.196,20228
2229,192.168.9.197,20229
2230,192.168.9.198,20230
2231,192.168.9.199,20231
2232,192.168.9.200,20232
2233,192.168.9.201,20233
2234,192.168.9.202,20234
2235,192.168.9.203,20235
2236,192.168.9.204,20236
2237,192.168.9.205,20237
2238,192.168.9.206,20238
2239,192.168.9.207,20239
2240,192.168.9.208,20240
2241,192.168.9.209,20241
2242,192.168.9.210,20242
2243,192.168.9.211,20243
2244,192.168.9.212,20244
2245,192.168.9.213,20245
2246,192.168.9.214,20246
2247,192.168.9.215,20247
2248,192.168.9.216,20248
2249,192.168.9.217,20249
2250,192.168.9.218,20250
2251,192.168.9.219,20251
2252,192.168.9.220,20252
2253,192.168.9.221,20253
2254,192.168.9.222,20254
2255,192.168.9.223,20255
2256,192.168.9.224,20256
2257,192.168.9.225,20257
2258,192.168.9.226,20258
2259,192.168.9.227,20259
2260,192.168.9.228,20260
2261,192.168.9.229,20261
2262,192.168.9.230,20262
2263,192.168.9.231,20263
2264,192.168.9.232,20264
2265,192.168.9.233,20265
2266,192.168.9.234,20266
2267,192.168.9.235,20267
2268,192.168.9.236,20268
2269,192.168.9.237,20269
2270,192.168.9.238,20270
2271,192.168.9.239,20271
2272,192.168.9.240,20272
2273,192.168.9.241,20273
2274,192.168.9.242,20274
2275,192.168.9.243,20275
2276,192.168.9.244,20276
2277,192.168.9.245,20277
2278,192.168.9.246,20278
2279,192.168.9.247,20279
2280,192.168.9.248,20280
2281,192.168.9.249,20281
2282,192.168.9.250,20282
2283,192.168.9.251,20283
2284,192.168.9.252,20284
2285,192.168.9.253,20285
2286,192.168.9.254,20286
2287,192.168.10.1,20287
2288,192.168.10.2,20288
2289,192.168.10.3,20289
2290,192.168.10.4,20290
2291,192.168.10.5,20291
2292,192.168.10.6,20292
2293,192.168.10.7,20293
2294,192.168.10.8,20294
2295,192.168.10.9,20295
2296,192.168.10.10,20296
2297,192.168.10.11,20297
2298,192.168.10.12,20298
2299,192.168.10.13,20299
2300,192.168.10.14,20300
2301,192.168.10.15,20301
2302,192.168.10.16,20302
2303,192.168.10.17,20303
2304,192.168.10.18,20304
2305,192.168.10.19,20305
2306,192.168.10.20,20306
2307,192.168.10.21,20307
2308,192.168.10.22,20308
2309,192.168.10.23,20309
2310,192.168.10.24,20310
2311,192.168.10.25,20311
2312,192.168.10.26,20312
2313,192.168.10.27,20313
2314,192.168.10.28,20314
2315,192.168.10.29,20315
2316,192.168.10.30,20316
2317,192.168.10.31,20317
2318,192.168.10.32,20318
2319,192.168.10.33,20319
2320,192.168.10.34,20320
2321,192.168.10.35,20321
2322,192.168.10.36,20322
2323,192.168.10.37,20323
2324,192.168.10.38,20324
2325,192.168.10.39,20325
2326,192.168.10.40,20326
2327,192.168.10.41,20327
2328,192.168.10.42,20328
2329,192.168.10.43,20329
2330,192.168.10.44,20330
2331,192.168.10.45,20331
2332,192.168.10.46,20332
2333,192.168.10.47,20333
2334,192.168.10.48,20334
2335,192.168.10.49,20335
2336,192.168.10.50,20336
2337,192.168.10.51,20337
2338,192.168.10.52,20338
2339,192.168.10.53,20339
2340,192.168.10.54,20340
2341,192.168.10.55,20341
2342,192.168.10.56,20342
2343,192.168.10.57,20343
2344,192.168.10.58,20344
2345,192.168.10.59,20345
2346,192.168.10.60,20346
2347,192.168.10.61,20347
2348,192.168.10.62,20348
2349,192.168.10.63,20349
2350,192.168.10.64,20350
2351,192.168.10.65,20351
2352,192.168.10.66,20352
2353,192.168.10.67,20353
2354,192.168.10.68,20354
2355,192.168.10.69,20355
2356,192.168.10.70,20356
2357,192.168.10.71,20357
2358,192.168.10.72,20358
2359,192.168.10.73,20359
2360,192.168.10.74,20360
2361,192.168.10.75,20361
2362,192.168.10.76,20362
2363,192.168.10.77,20363
2364,192.168.10.78,20364
2365,192.168.10.79,20365
2366,192.168.10.80,20366
2367,192.168.10.81,20367
2368,192.168.10.82,20368
2369,192.168.10.83,20369
2370,192.168.10.84,20370
2371,192.168.10.85,20371
2372,192.168.10.86,20372
2373,192.168.10.87,20373
2374,192.168.10.88,20374
2375,192.168.10.89,20375
2376,192.168.10.90,20376
2377,192.168.10.91,20377
2378,192.168.10.92,20378
2379,192.168.10.93,20379
2380,192.168.10.94,20380
2381,192.168.10.95,20381
2382,192.168.10.96,20382
2383,192.168.10.97,20383
2384,192.168.10.98,20384
2385,192.168.10.99,20385
2386,192.168.10.100,20386
2387,192.168.10.101,20387
2388,192.168.10.102,20388
2389,192.168.10.103,20389
2390,192.168.10.104,20390
2391,192.168.10.105,20391
2392,192.168.10.106,20392
2393,192.168.10.107,20393
2394,192.168.10.108,20394
2395,192.168.10.109,20395
2396,192.168.10.110,20396
2397,192.168.10.111,20397
2398,192.168.10.112,20398
2399,192.168.10.113,20399
2400,192.168.10.114,20400
2401,192.168.10.115,20401
2402,192.168.10.116,20402
2403,192.168.10.117,20403
2404,192.168.10.118,20404
2405,192.168.10.119,20405
2406,192.168.10.120,20406
2407,192.168.10.121,20407
2408,192.168.10.122,20408
2409,192.168.10.123,20409
2410,192.168.10.124,20410
2411,192.168.10.125,20411
2412,192.168.10.126,20412
2413,192.168.10.127,20413
2414,192.168.10.128,20414
2415,192.168.10.129,20415
2416,192.168.10.130,20416
2417,192.168.10.131,20417
2418,192.168.10.132,20418
2419,192.168.10.133,20419
2420,192.168.10.134,20420
2421,192.168.10.135,20421
2422,192.168.10.136,20422
2423,192.168.10.137,20423
2424,192.168.10.138,20424
2425,192.168.10.139,20425
2426,192.168.10.140,20426
2427,192.168.10.141,20427
2428,192.168.10.142,20428
2429,192.168.10.143,20429
2430,192.168.10.144,20430
2431,192.168.10.145,20431
2432,192.168.10.146,20432
2433,192.168.10.147,20433
2434,192.168.10.148,20434
2435,192.168.10.149,20435
2436,192.168.10.150,20436
2437,192.168.10.151,20437
2438,192.168.10.152,20438
2439,192.168.10.153,20439
2440,192.168.10.154,20440
2441,192.168.10.155,20441
2442,192.168.10.156,20442
2443,192.168.10.157,20443
2444,192.168.10.158,20444
2445,192.168.10.159,20445
2446,192.168.10.160,20446
2447,192.168.10.161,20447
2448,192.168.10.162,20448
2449,192.168.10.163,20449
2450,192.168.10.164,20450
2451,192.168.10.165,20451
2452,192.168.10.166,20452
2453,192.168.10.167,20453
2454,192.168.10.168,20454
2455,192.168.10.169,20455
2456,192.168.10.170,20456
2457,192.168.10.171,20457
2458,192.168.10.172,20458
2459,192.168.10.173,20459
2460,192.168.10.174,20460
2461,192.168.10.175,20461
2462,192.168.10.176,20462
2463,192.168.10.177,20463
2464,192.168.10.178,20464
2465,192.168.10.179,20465
2466,192.168.10.180,20466
2467,192.168.10.181,20467
2468,192.168.10.182,20468
2469,192.168.10.183,20469
2470,192.168.10.184,20470
2471,192.168.10.185,20471
2472,192.168.10.186,20472
2473,192.168.10.187,20473
2474,192.168.10.188,20474
2475,192.168.10.189,20475
2476,192.168.10.190,20476
2477,192.168.10.191,20477
2478,192.168.10.192,20478
2479,192.168.10.193,20479
2480,192.168.10.194,20480
2481,192.168.10.195,20481
2482,192.168.10.196,20482
2483,192.168.10.197,20483
2484,192.168.10.198,20484
2485,192.168.10.199,20485
2486,192.168.10.200,20486
2487,192.168.10.201,20487
2488,192.168.10.202,20488
2489,192.168.10.203,20489
2490,192.168.10.204,20490
2491,192.168.10.205,20491
2492,192.168.10.206,20492
2493,192.168.10.207,20493
2494,192.168.10.208,20494
2495,192.168.10.209,20495
2496,192.168.10.210,20496
2497,192.168.10.211,20497
2498,192.168.10.212,20498
2499,192.168.10.213,20499
2500,192.168.10.214,20500
2501,192.168.10.215,20501
2502,192.168.10.216,20502
2503,192.168.10.217,20503
2504,192.168.10.218,20504
2505,192.168.10.219,20505
2506,192.168.10.220,20506
2507,192.168.10.221,20507
2508,192.168.10.222,20508
2509,192.168.10.223,20509
2510,192.168.10.224,20510
2511,192.168.10.225,20511
2512,192.168.10.226,20512
2513,192.168.10.227,20513
2514,192.168.10.228,20514
2515,192.168.10.229,20515
2516,192.168.10.230,20516
2517,192.168.10.231,20517
2518,192.168.10.232,20518
2519,192.168.10.233,20519
2520,192.168.10.234,20520
2521,192.168.10.235,20521
2522,192.168.10.236,20522
2523,192.168.10.237,20523
2524,192.168.10.238,20524
2525,192.168.10.239,20525
2526,192.168.10.240,20526
2527,192.168.10.241,20527
2528,192.168.10.242,20528
2529,192.168.10.243,20529
2530,192.168.10.244,20530
2531,192.168.10.245,20531
2532,192.168.10.246,20532
2533,192.168.10.247,20533
2534,192.168.10.248,20534
2535,192.168.10.249,20535
2536,192.168.10.250,20536
2537,192.168.10.251,20537
2538,192.168.10.252,20538
2539,192.168.10.253,20539
2540,192.168.10.254,20540
2541,192.168.11.1,20541
2542,192.168.11.2,20542
2543,192.168.11.3,20543
2544,192.168.11.4,20544
2545,192.168.11.5,20545
2546,192.168.11.6,20546
2547,192.168.11.7,20547
2548,192.168.11.8,20548
2549,192.168.11.9,20549
2550,192.168.11.10,20550
2551,192.168.11.11,20551
2552,192.168.11.12,20552
2553,192.168.11.13,20553
2554,192.168.11.14,20554
2555,192.168.11.15,20555
2556,192.168.11.16,20556
2557,192.168.11.17,20557
2558,192.168.11.18,20558
2559,192.168.11.19,20559
2560,192.168.11.20,20560
2561,192.168.11.21,20561
2562,192.168.11.22,20562
2563,192.168.11.23,20563
2564,192.168.11.24,20564
2565,192.168.11.25,20565
2566,192.168.11.26,20566
2567,192.168.11.27,20567
2568,192.168.11.28,20568
2569,192.168.11.29,20569
2570,192.168.11.30,20570
2571,192.168.11.31,20571
2572,192.168.11.32,20572
2573,192.168.11.33,20573
2574,192.168.11.34,20574
2575,192.168.11.35,20575
2576,192.168.11.36,20576
2577,192.168.11.37,20577
2578,192.168.11.38,20578
2579,192.168.11.39,20579
2580,192.168.11.40,20580
2581,192.168.11.41,20581
2582,192.168.11.42,20582
2583,192.168.11.43,20583
2584,192.168.11.44,20584
2585,192.168.11.45,20585
2586,192.168.11.46,20586
2587,192.168.11.47,20587
2588,192.168.11.48,20588
2589,192.168.11.49,20589
2590,192.168.11.50,20590
2591,192.168.11.51,20591
2592,192.168.11.52,20592
2593,192.168.11.53,20593
2594,192.168.11.54,20594
2595,192.168.11.55,20595
2596,192.168.11.56,20596
2597,192.168.11.57,20597
2598,192.168.11.58,20598
2599,192.168.11.59,20599
2600,192.168.11.60,20600
2601,192.168.11.61,20601
2602,192.168.11.62,20602
2603,192.168.11.63,20603
2604,192.168.11.64,20604
2605,192.168.11.65,20605
2606,192.168.11.66,20606
2607,192.168.11.67,20607
2608,192.168.11.68,20608
2609,192.168.11.69,20609
2610,192.168.11.70,20610
2611,192.168.11.71,20611
2612,192.168.11.72,20612
2613,192.168.11.73,20613
2614,192.168.11.74,20614
2615,192.168.11.75,20615
2616,192.168.11.76,20616
2617,192.168.11.77,20617
2618,192.168.11.78,20618
2619,192.168.11.79,20619
2620,192.168.11.80,20620
2621,192.168.11.81,20621
2622,192.168.11.82,20622
2623,192.168.11.83,20623
2624,192.168.11.84,20624
2625,192.168.11.85,20625
2626,192.168.11.86,20626
2627,192.168.11.87,20627
2628,192.168.11.88,20628
2629,192.168.11.89,20629
2630,192.168.11.90,20630
2631,192.168.11.91,20631
2632,192.168.11.92,20632
2633,192.168.11.93,20633
2634,192.168.11.94,20634
2635,192.168.11.95,20635
2636,192.168.11.96,20636
2637,192.168.11.97,20637
2638,192.168.11.98,20638
2639,192.168.11.99,20639
2640,192.168.11.100,20640
2641,192.168.11.101,20641
2642,192.168.11.102,20642
2643,192.168.11.103,20643
2644,192.168.11.104,20644
2645,192.168.11.105,20645
2646,192.168.11.106,20646
2647,192.168.11.107,20647
2648,192.168.11.108,20648
2649,192.168.11.109,20649
2650,192.168.11.110,20650
2651,192.168.11.111,20651
2652,192.168.11.112,20652
2653,192.168.11.113,20653
2654,192.168.11.114,20654
2655,192.168.11.115,20655
2656,192.168.11.116,20656
2657,192.168.11.117,20657
2658,192.168.11.118,20658
2659,192.168.11.119,20659
2660,192.168.11.120,20660
2661,192.168.11.121,20661
2662,192.168.11.122,20662
2663,192.168.11.123,20663
2664,192.168.11.124,20664
2665,192.168.11.125,20665
2666,192.168.11.126,20666
2667,192.168.11.127,20667
2668,192.168.11.128,20668
2669,192.168.11.129,20669
2670,192.168.11.130,20670
2671,192.168.11.131,20671
2672,192.168.11.132,20672
2673,192.168.11.133,20673
2674,192.168.11.134,20674
2675,192.168.11.135,20675
2676,192.168.11.136,20676
2677,192.168.11.137,20677
2678,192.168.11.138,20678
2679,192.168.11.139,20679
2680,192.168.11.140,20680
2681,192.168.11.141,20681
2682,192.168.11.142,20682
2683,192.168.11.143,20683
2684,192.168.11.144,20684
2685,192.168.11.145,20685
2686,192.168.11.146,20686
2687,192.168.11.147,20687
2688,192.168.11.148,20688
2689,192.168.11.149,20689
2690,192.168.11.150,20690
2691,192.168.11.151,20691
2692,192.168.11.152,20692
2693,192.168.11.153,20693
2694,192.168.11.154,20694
2695,192.168.11.155,20695
2696,192.168.11.156,20696
2697,192.168.11.157,20697
2698,192.168.11.158,20698
2699,192.168.11.159,20699
2700,192.168.11.160,20700
2701,192.168.11.161,20701
2702,192.168.11.162,20702
2703,192.168.11.163,20703
2704,192.168.11.164,20704
2705,192.168.11.165,20705
2706,192.168.11.166,20706
2707,192.168.11.167,20707
2708,192.168.11.168,20708
2709,192.168.11.169,20709
2710,192.168.11.170,20710
2711,192.168.11.171,20711
2712,192.168.11.172,20712
2713,192.168.11.173,20713
2714,192.168.11.174,20714
2715,192.168.11.175,20715
2716,192.168.11.176,20716
2717,192.168.11.177,20717
2718,192.168.11.178,20718
2719,192.168.11.179,20719
2720,192.168.11.180,20720
2721,192.168.11.181,20721
2722,192.168.11.182,20722
2723,192.168.11.183,20723
2724,192.168.11.184,20724
2725,192.168.11.185,20725
2726,192.168.11.186,20726
2727,192.168.11.187,20727
2728,192.168.11.188,20728
2729,192.168.11.189,20729
2730,192.168.11.190,20730
2731,192.168.11.191,20731
2732,192.168.11.192,20732
2733,192.168.11.193,20733
2734,192.168.11.194,20734
2735,192.168.11.195,20735
2736,192.168.11.196,20736
2737,192.168.11.197,20737
2738,192.168.11.198,20738
2739,192.168.11.199,20739
2740,192.168.11.200,20740
2741,192.168.11.201,20741
2742,192.168.11.202,20742
2743,192.168.11.203,20743
2744,192.168.11.204,20744
2745,192.168.11.205,20745
2746,192.168.11.206,20746
2747,192.168.11.207,20747
2748,192.168.11.208,20748
2749,192.168.11.209,20749
2750,192.168.11.210,20750
2751,192.168.11.211,20751
2752,192.168.11.212,20752
2753,192.168.11.213,20753
2754,192.168.11.214,20754
2755,192.168.11.215,20755
2756,192.168.11.216,20756
2757,192.168.11.217,20757
2758,192.168.11.218,20758
2759,192.168.11.219,20759
2760,192.168.11.220,20760
2761,192.168.11.221,20761
2762,192.168.11.222,20762
2763,192.168.11.223,20763
2764,192.168.11.224,20764
2765,192.168.11.225,20765
2766,192.168.11.226,20766
2767,192.168.11.227,20767
2768,192.168.11.228,20768
2769,192.168.11.229,20769
2770,192.168.11.230,20770
2771,192.168.11.231,20771
2772,192.168.11.232,20772
2773,192.168.11.233,20773
2774,192.168.11.234,20774
2775,192.168.11.235,20775
2776,192.168.11.236,20776
2777,192.168.11.237,20777
2778,192.168.11.238,20778
2779,192.168.11.239,20779
2780,192.168.11.240,20780
2781,192.168.11.241,20781
2782,192.168.11.242,20782
2783,192.168.11.243,20783
2784,192.168.11.244,20784
2785,192.168.11.245,20785
2786,192.168.11.246,20786
2787,192.168.11.247,20787
2788,192.168.11.248,20788
2789,192.168.11.249,20789
2790,192.168.11.250,20790
2791,192.168.11.251,20791
2792,192.168.11.252,20792
2793,192.168.11.253,20793
2794,192.168.11.254,20794
2795,192.168.12.1,20795
2796,192.168.12.2,20796
2797,192.168.12.3,20797
2798,192.168.12.4,20798
2799,192.168.12.5,20799
2800,192.168.12.6,20800
2801,192.168.12.7,20801
2802,192.168.12.8,20802
2803,192.168.12.9,20803
2804,192.168.12.10,20804
2805,192.168.12.11,20805
2806,192.168.12.12,20806
2807,192.168.12.13,20807
2808,192.168.12.14,20808
2809,192.168.12.15,20809
2810,192.168.12.16,20810
2811,192.168.12.17,20811
2812,192.168.12.18,20812
2813,192.168.12.19,20813
2814,192.168.12.20,20814
2815,192.168.12.21,20815
2816,192.168.12.22,20816
2817,192.168.12.23,20817
2818,192.168.12.24,20818
2819,192.168.12.25,20819
2820,192.168.12.26,20820
2821,192.168.12.27,20821
2822,192.168.12.28,20822
2823,192.168.12.29,20823
2824,192.168.12.30,20824
2825,192.168.12.31,20825
2826,192.168.12.32,20826
2827,192.168.12.33,20827
2828,192.168.12.34,20828
2829,192.168.12.35,20829
2830,192.168.12.36,20830
2831,192.168.12.37,20831
2832,192.168.12.38,20832
2833,192.168.12.39,20833
2834,192.168.12.40,20834
2835,192.168.12.41,20835
2836,192.168.12.42,20836
2837,192.168.12.43,20837
2838,192.168.12.44,20838
2839,192.168.12.45,20839
2840,192.168.12.46,20840
2841,192.168.12.47,20841
2842,192.168.12.48,20842
2843,192.168.12.49,20843
2844,192.168.12.50,20844
2845,192.168.12.51,20845
2846,192.168.12.52,20846
2847,192.168.12.53,20847
2848,192.168.12.54,20848
2849,192.168.12.55,20849
2850,192.168.12.56,20850
2851,192.168.12.57,20851
2852,192.168.12.58,20852
2853,192.168.12.59,20853
2854,192.168.12.60,20854
2855,192.168.12.61,20855
2856,192.168.12.62,20856
2857,192.168.12.63,20857
2858,192.168.12.64,20858
2859,192.168.12.65,20859
2860,192.168.12.66,20860
2861,192.168.12.67,20861
2862,192.168.12.68,20862
2863,192.168.12.69,20863
2864,192.168.12.70,20864
2865,192.168.12.71,20865
2866,192.168.12.72,20866
2867,192.168.12.73,20867
2868,192.168.12.74,20868
2869,192.168.12.75,20869
2870,192.168.12.76,20870
2871,192.168.12.77,20871
2872,192.168.12.78,20872
2873,192.168.12.79,20873
2874,192.168.12.80,20874
2875,192.168.12.81,20875
2876,192.168.12.82,20876
2877,192.168.12.83,20877
2878,192.168.12.84,20878
2879,192.168.12.85,20879
2880,192.168.12.86,20880
2881,192.168.12.87,20881
2882,192.168.12.88,20882
2883,192.168.12.89,20883
2884,192.168.12.90,20884
2885,192.168.12.91,20885
2886,192.168.12.92,20886
2887,192.168.12.93,20887
2888,192.168.12.94,20888
2889,192.168.12.95,20889
2890,192.168.12.96,20890
2891,192.168.12.97,20891
2892,192.168.12.98,20892
2893,192.168.12.99,20893
2894,192.168.12.100,20894
2895,192.168.12.101,20895
2896,192.168.12.102,20896
2897,192.168.12.103,20897
2898,192.168.12.104,20898
2899,192.168.12.105,20899
2900,192.168.12.106,20900
2901,192.168.12.107,20901
2902,192.168.12.108,20902
2903,192.168.12.109,20903
2904,192.168.12.110,20904
2905,192.168.12.111,20905
2906,192.168.12.112,20906
2907,192.168.12.113,20907
2908,192.168.12.114,20908
2909,192.168.12.115,20909
2910,192.168.12.116,20910
2911,192.168.12.117,20911
2912,192.168.12.118,20912
2913,192.168.12.119,20913
2914,192.168.12.120,20914
2915,192.168.12.121,20915
2916,192.168.12.122,20916
2917,192.168.12.123,20917
2918,192.168.12.124,20918
2919,192.168.12.125,20919
2920,192.168.12.126,20920
2921,192.168.12.127,20921
2922,192.168.12.128,20922
2923,192.168.12.129,20923
2924,192.168.12.130,20924
2925,192.168.12.131,20925
2926,192.168.12.132,20926
2927,192.168.12.133,20927
2928,192.168.12.134,20928
2929,192.168.12.135,20929
2930,192.168.12.136,20930
2931,192.168.12.137,20931
2932,192.168.12.138,20932
2933,192.168.12.139,20933
2934,192.168.12.140,20934
2935,192.168.12.141,20935
2936,192.168.12.142,20936
2937,192.168.12.143,20937
2938,192.168.12.144,20938
2939,192.168.12.145,20939
2940,192.168.12.146,20940
2941,192.168.12.147,20941
2942,192.168.12.148,20942
2943,192.168.12.149,20943
2944,192.168.12.150,20944
2945,192.168.12.151,20945
2946,192.168.12.152,20946
2947,192.168.12.153,20947
2948,192.168.12.154,20948
2949,192.168.12.155,20949
2950,192.168.12.156,20950
2951,192.168.12.157,20951
2952,192.168.12.158,20952
2953,192.168.12.159,20953
2954,192.168.12.160,20954
2955,192.168.12.161,20955
2956,192.168.12.162,20956
2957,192.168.12.163,20957
2958,192.168.12.164,20958
2959,192.168.12.165,20959
2960,192.168.12.166,20960
2961,192.168.12.167,20961
2962,192.168.12.168,20962
2963,192.168.12.169,20963
2964,192.168.12.170,20964
2965,192.168.12.171,20965
2966,192.168.12.172,20966
2967,192.168.12.173,20967
2968,192.168.12.174,20968
2969,192.168.12.175,20969
2970,192.168.12.176,20970
2971,192.168.12.177,20971
2972,192.168.12.178,20972
2973,192.168.12.179,20973
2974,192.168.12.180,20974
2975,192.168.12.181,20975
2976,192.168.12.182,20976
2977,192.168.12.183,20977
2978,192.168.12.184,20978
2979,192.168.12.185,20979
2980,192.168.12.186,20980
2981,192.168.12.187,20981
2982,192.168.12.188,20982
2983,192.168.12.189,20983
2984,192.168.12.190,20984
2985,192.168.12.191,20985
2986,192.168.12.192,20986
2987,192.168.12.193,20987
2988,192.168.12.194,20988
2989,192.168.12.195,20989
2990,192.168.12.196,20990
2991,192.168.12.197,20991
2992,192.168.12.198,20992
2993,192.168.12.199,20993
2994,192.168.12.200,20994
2995,192.168.12.201,20995
2996,192.168.12.202,20996
2997,192.168.12.203,20997
2998,192.168.12.204,20998
2999,192.168.12.205,20999
3000,192.168.12.206,20000
3001,192.168.12.207,20001
3002,192.168.12.208,20002
3003,192.168.12.209,20003
3004,192.168.12.210,20004
3005,192.168.12.211,20005
3006,192.168.12.212,20006
3007,192.168.12.213,20007
3008,192.168.12.214,20008
3009,192.168.12.215,20009
3010,192.168.12.216,20010
3011,192.168.12.217,20011
3012,192.168.12.218,20012
3013,192.168.12.219,20013
3014,192.168.12.220,20014
3015,192.168.12.221,20015
3016,192.168.12.222,20016
3017,192.168.12.223,20017
3018,192.168.12.224,20018
3019,192.168.12.225,20019
3020,192.168.12.226,20020
3021,192.168.12.227,20021
3022,192.168.12.228,20022
3023,192.168.12.229,20023
3024,192.168.12.230,20024
3025,192.168.12.231,20025
3026,192.168.12.232,20026
3027,192.168.12.233,20027
3028,192.168.12.234,20028
3029,192.168.12.235,20029
3030,192.168.12.236,20030
3031,192.168.12.237,20031
3032,192.168.12.238,20032
3033,192.168.12.239,20033
3034,192.168.12.240,20034
3035,192.168.12.241,20035
3036,192.168.12.242,20036
3037,192.168.12.243,20037
3038,192.168.12.244,20038
3039,192.168.12.245,20039
3040,192.168.12.246,20040
3041,192.168.12.247,20041
3042,192.168.12.248,20042
3043,192.168.12.249,20043
3044,192.168.12.250,20044
3045,192.168.12.251,20045
3046,192.168.12.252,20046
3047,192.168.12.253,20047
3048,192.168.12.254,20048
3049,192.168.13.1,20049
3050,192.168.13.2,20050
3051,192.168.13.3,20051
3052,192.168.13.4,20052
3053,192.168.13.5,20053
3054,192.168.13.6,20054
3055,192.168.13.7,20055
3056,192.168.13.8,20056
3057,192.168.13.9,20057
3058,192.168.13.10,20058
3059,192.168.13.11,20059
3060,192.168.13.12,20060
3061,192.168.13.13,20061
3062,192.168.13.14,20062
3063,192.168.13.15,20063
3064,192.168.13.16,20064
3065,192.168.13.17,20065
3066,192.168.13.18,20066
3067,192.168.13.19,20067
3068,192.168.13.20,20068
